Timestamp,Classification,Accuracy
2023-01-31 02:28:12,Speech,4.3
2023-01-31 02:28:45,Speech,4.3
2023-01-31 02:28:51,Speech,4.3
2023-01-31 02:38:40,Speech,4.3
2023-01-31 02:41:08,Speech,4.3
2023-01-31 02:41:57,Speech,4.3
2023-01-31 02:42:30,Speech,4.3
2023-01-31 02:42:39,Speech,4.3
2023-01-31 02:44:44,Speech,4.3
2023-01-31 02:45:45,Speech,4.3
2023-01-31 02:47:58,Speech,4.3
2023-01-31 02:57:01,Speech,4.3
2023-01-31 03:06:02,Speech,4.3
2023-01-31 03:11:33,Speech,4.3
2023-01-31 03:16:52,Speech,4.3
